0,0.17456896551724138
1,0.34913793103448276
2,0.5237068965517242
3,0.6982758620689655
4,0.8728448275862069
5,1.0474137931034482
6,1.2219827586206895
7,1.3965517241379308
8,1.5711206896551722
9,1.7456896551724135
10,1.9202586206896548
11,2.0948275862068964
12,2.269396551724138
13,2.4439655172413794
14,2.618534482758621
15,2.7931034482758625
16,2.967672413793104
17,3.1422413793103456
18,3.316810344827587
19,3.4913793103448287
20,3.6659482758620703
21,3.840517241379312
22,4.015086206896553
23,4.1896551724137945
24,4.364224137931036
25,4.538793103448277
26,4.713362068965518
27,4.887931034482759
28,5.0625
0,0.1648706896551724
1,0.3297413793103448
2,0.49461206896551724
3,0.6594827586206896
4,0.824353448275862
5,0.9892241379310344
6,1.1540948275862069
7,1.3189655172413792
8,1.4838362068965516
9,1.648706896551724
10,1.8135775862068964
11,1.9784482758620687
12,2.143318965517241
13,2.3081896551724137
14,2.4730603448275863
15,2.637931034482759
16,2.8028017241379315
17,2.967672413793104
18,3.1325431034482767
19,3.2974137931034493
20,3.462284482758622
21,3.6271551724137945
22,3.792025862068967
23,3.9568965517241397
24,4.121767241379312
25,4.286637931034485
26,4.4515086206896575
27,4.61637931034483
28,4.781250000000003
