0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.015625
12,0.03125
13,0.03125
14,0.046875
15,0.0625
16,0.078125
17,0.078125
18,0.078125
19,0.078125
20,0.078125
21,0.09375
22,0.109375
23,0.125
24,0.125
25,0.140625
26,0.140625
27,0.140625
28,0.140625
29,0.140625
30,0.140625
31,0.140625
32,0.140625
33,0.140625
34,0.15625
35,0.15625
36,0.171875
37,0.171875
38,0.1875
39,0.1875
40,0.1875
41,0.203125
42,0.21875
43,0.21875
44,0.21875
45,0.234375
46,0.234375
47,0.234375
48,0.234375
49,0.3125
