Iteracion,Hora
0,5.0
1,10.015625
2,15.03125
3,20.046875
4,25.078125
5,30.125
6,35.171875
7,40.21875
8,45.265625
9,50.3125
10,55.375
11,60.4375
12,65.515625
13,70.59375
14,75.671875
0,17.5
1,35.015625
2,52.53125
3,70.046875
4,87.5625
5,105.078125
6,122.640625
7,140.21875
8,157.8125
9,175.40625
0,3.84375
1,7.703125
2,11.59375
3,15.515625
4,19.484375
5,23.453125
6,27.421875
7,31.390625
8,35.390625
9,39.390625
