1,0.0
2,0.046875
3,0.078125
4,0.109375
5,0.484375
6,0.734375
7,0.765625
8,0.78125
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.015625
7,0.015625
8,0.015625
9,0.015625
10,0.015625
1,0.0
2,0.015625
3,0.015625
4,0.015625
5,0.015625
6,0.015625
7,0.015625
8,0.015625
9,0.015625
10,0.03125
1,0.015625
0,0.03125
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
0,0.0
1,0.0
2,0.015625
3,0.015625
4,0.015625
5,0.015625
6,0.015625
7,0.015625
8,0.015625
9,0.015625
10,0.015625
11,0.015625
12,0.03125
13,0.03125
14,0.078125
15,0.125
16,0.140625
17,0.140625
18,0.15625
19,0.15625
20,0.15625
21,0.171875
22,0.1875
23,0.203125
24,0.203125
25,0.203125
0,0.0
1,0.0
2,0.015625
3,0.015625
4,0.03125
5,0.046875
6,0.0625
7,0.0625
8,0.078125
9,0.09375
10,0.09375
11,0.09375
12,0.09375
13,0.09375
14,0.109375
15,0.125
16,0.125
17,0.140625
18,0.140625
19,0.140625
20,0.15625
21,0.171875
22,0.171875
23,0.1875
24,0.1875
25,0.1875
0,0.0
1,0.0
2,0.0
3,0.0
4,0.015625
0,0.0
1,0.0
2,0.03125
3,0.03125
4,0.03125
0,0.015625
1,0.015625
2,0.015625
3,0.015625
4,0.015625
5,0.015625
6,0.03125
7,0.03125
8,0.03125
9,0.03125
0,0.0
1,0.046875
2,0.0625
3,0.09375
0,0.0
1,0.015625
2,0.015625
3,0.015625
4,0.03125
5,0.03125
6,0.03125
7,0.09375
8,0.109375
9,0.125
0,0.0
1,0.0625
2,0.0625
3,0.09375
