1,0.015625
2,0.03125
3,0.046875
4,0.125
5,0.125
6,0.171875
7,0.171875
8,0.203125
9,0.21875
10,0.21875
11,0.21875
12,0.21875
13,0.25
14,0.25
15,0.25
16,0.25
17,0.265625
18,0.265625
19,0.3125
1,0.015625
2,0.015625
3,0.0625
1,0.0
2,0.03125
3,0.046875
4,0.0625
5,0.0625
6,0.0625
7,0.078125
8,0.09375
9,0.09375
10,0.109375
1,0.015625
2,0.015625
3,0.046875
4,0.046875
5,0.0625
6,0.0625
7,0.125
8,0.25
9,0.421875
10,0.515625
11,0.53125
12,0.65625
13,0.71875
14,0.96875
15,1.0
16,1.03125
17,1.09375
18,1.140625
19,1.15625
20,1.15625
1,0.0
2,0.0625
3,0.078125
4,0.09375
5,0.09375
6,0.09375
7,0.09375
8,0.125
9,0.125
10,0.125
11,0.125
12,0.15625
13,0.15625
14,0.15625
15,0.1875
16,0.203125
17,0.203125
18,0.21875
19,0.25
20,0.265625
21,0.265625
22,0.265625
23,0.296875
24,0.421875
25,0.4375
1,0.015625
2,0.03125
3,0.03125
4,0.03125
5,0.0625
6,0.0625
7,0.0625
8,0.078125
9,0.09375
10,0.109375
11,0.109375
12,0.109375
13,0.109375
14,0.125
15,0.140625
16,0.140625
17,0.171875
18,0.171875
19,0.1875
20,0.1875
1,0.03125
2,0.0
3,0.0
4,0.0
5,0.015625
6,0.0
7,0.0
8,0.0
9,0.015625
10,0.0
11,0.015625
12,0.0
13,0.0
14,0.015625
15,0.0
1,0.0
2,0.0625
3,0.078125
4,0.078125
5,0.09375
6,0.09375
7,0.09375
8,0.125
9,0.125
10,0.140625
11,0.15625
12,0.171875
13,0.21875
14,0.234375
15,0.25
1,0.015625
2,0.03125
3,0.03125
4,0.046875
5,0.046875
6,0.046875
7,0.046875
8,0.046875
9,0.0625
10,0.078125
11,0.078125
12,0.078125
13,0.078125
14,0.078125
15,0.078125
