0,0.1496875
1,0.299375
2,0.44906250000000003
3,0.59875
4,0.7484375
5,0.898125
6,1.0478125
7,1.1975
8,1.3471875
9,1.496875
10,1.6465625
11,1.79625
12,1.9459374999999999
13,2.095625
14,2.2453125000000003
15,2.3950000000000005
16,2.5446875000000007
17,2.694375000000001
18,2.844062500000001
19,2.9937500000000012
20,3.1434375000000014
21,3.2931250000000016
22,3.442812500000002
23,3.592500000000002
24,3.742187500000002
25,3.8918750000000024
26,4.041562500000002
27,4.191250000000002
28,4.340937500000002
29,4.490625000000001
30,4.640312500000001
31,4.790000000000001
32,4.939687500000001
33,5.089375
34,5.2390625
35,5.38875
36,5.5384375
37,5.688124999999999
38,5.837812499999999
39,5.987499999999999
40,6.137187499999999
41,6.286874999999998
42,6.436562499999998
43,6.586249999999998
44,6.735937499999998
45,6.885624999999997
46,7.035312499999997
47,7.184999999999997
48,7.334687499999997
49,7.4843749999999964
0,0.1509375
1,0.301875
2,0.4528125
3,0.60375
4,0.7546875
5,0.9056249999999999
6,1.0565624999999998
7,1.2074999999999998
8,1.3584374999999997
9,1.5093749999999997
10,1.6603124999999996
11,1.8112499999999996
12,1.9621874999999995
13,2.1131249999999997
14,2.2640624999999996
15,2.4149999999999996
16,2.5659374999999995
17,2.7168749999999995
18,2.8678124999999994
19,3.0187499999999994
20,3.1696874999999993
21,3.3206249999999993
22,3.471562499999999
23,3.622499999999999
24,3.773437499999999
25,3.924374999999999
26,4.075312499999999
27,4.226249999999999
28,4.3771875
29,4.528125
30,4.679062500000001
31,4.830000000000001
32,4.980937500000001
33,5.131875000000002
34,5.282812500000002
35,5.4337500000000025
36,5.584687500000003
37,5.735625000000003
38,5.886562500000004
39,6.037500000000004
40,6.1884375000000045
41,6.339375000000005
42,6.490312500000005
43,6.641250000000006
44,6.792187500000006
45,6.943125000000006
46,7.094062500000007
47,7.245000000000007
48,7.395937500000008
49,7.546875000000008
0,1.325
1,2.65
2,3.9749999999999996
3,5.3
4,6.625
